Q,Toxicity_score,T,Toxicity_score
https://twitter.com/johncardillo/status/1228369145110188039  Q,0.05704854,"At the request of many, I will be reviewing the case of a “U.S. Military hero,” Major Matt Golsteyn, who is charged with murder. He could face the death penalty from our own government after he admitted to killing a Terrorist bomb maker while overseas. @PeteHegseth @FoxNews",0.5519422
">>7516458 IG tweet, Durham statement!",0.05699683,"The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they have given us nothing but lies &amp, deceit, thinking of our leaders as fools. They give safe haven to the terrorists we hunt in Afghanistan, with little help. No more!",0.7093121
">>7516458 IG tweet, Durham statement!",0.05699683,"Mini Mike, don’t lick your dirty fingers. Both unsanitary and dangerous to others and yourself! https://t.co/LsKLZNeZL9",0.69542736
https://twitter.com/stormypatriot21/status/1193957884700299264  Q,0.056989178,"With all of the failed “experts” weighing in, does anybody really believe that talks and dialogue would be going on between North and South Korea right now if I wasn’t firm, strong and willing to commit our total “might” against the North. Fools, but talks are a good thing!",0.575675
https://www.washingtonexaminer.com/news/durham-scrutinizing-john-brennans-handling-of-russian-interference-in-2016  Read carefully. Sound familiar? Sometimes a leak turns into a flood.  Q,0.05687007,"The noble people of Iran—who love America—deserve a government that's more interested in helping them achieve their dreams than killing them for demanding respect. Instead of leading Iran toward ruin, its leaders should abandon terror and Make Iran Great Again! https://t.co/RLjGsC5WLc",0.5508718
https://twitter.com/USABookClub/status/1211018562002980866  Easy to understand? Q,0.056586783,"Corrupt politician Adam Schiff’s lies are growing by the day. Keep fighting tough, Republicans, you are dealing with human scum who have taken Due Process and all of the Republican Party’s rights away from us during the most unfair hearings in American History......",0.8430969
">>8200718 You have come far, Anons (Patriots). You are ready. https://www.youtube.com/watch?v=B5T7Gr5oJbM  Prepare for the storm. Q",0.05608653,Wow! The NSA has deleted 685 million phone calls and text messages. Privacy violations? They blame technical irregularities. Such a disgrace. The Witch Hunt continues!,0.55791897
>>7637731 When will they ask the question?,0.055675786,"....it to Congress, and the American people, as though it was the statement of the President of the United States, me. He did it to fool Congress and the public in order to make me look BAD. He is a sick puppy!",0.8160192
https://twitter.com/HYVEE7/status/1210685913996636166  Do you believe in coincidences? Q,0.055489197,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",0.80780447
"Chairman Graham, it's time. Senate was the target. Q",0.05520166,"This is an illegally brought Rigged Witch Hunt run by people who are totally corrupt and/or conflicted. It was started and paid for by Crooked Hillary and the Democrats. Phony Dossier, FISA disgrace and so many lying and dishonest people already fired. 17 Angry Dems? Stay tuned!",0.60467297
IG Report announcement,0.054363243,"To the people of South Carolina, Tom Steyer is a joke, laughed at by everyone, a total incompetent. He made money in coal, now he “hates” coal. Did you see him fawning over Crazy Bernie? Has no chance, a loser for South Carolina, doesn’t deserve your vote!",0.7087285
IG Report announcement,0.054363243,"Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is, that he doesn’t respect our great farmers, or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?",0.69542736
National Presidential Alert System [2]. Why was this created and tested? Political warfare. Information warfare. Q,0.054351185,"When people come into our Country illegally, we must IMMEDIATELY escort them back out without going through years of legal maneuvering. Our laws are the dumbest anywhere in the world. Republicans want Strong Borders and no Crime. Dems want Open Borders and are weak on Crime!",0.72538143
Month/day 'Durham' initiated? Month/day 'Q' public campaign initiated?  How many coincidences before mathematically impossible?  It was over before it began. Q,0.054318104,"DOJ just issued the McCabe report - which is a total disaster. He LIED! LIED! LIED! McCabe was totally controlled by Comey - McCabe is Comey!! No collusion, all made up by this den of thieves and lowlifes!",0.6735608
https://twitter.com/LadyRedWave/status/1206267112647348225  THE GREAT AWAKENING. Q,0.05332548,"....Tariffs will make our country much richer than it is today. Only fools would disagree. We are using them to negotiate fair trade deals and, if countries are still unwilling to negotiate, they will pay us vast sums of money in the form of Tariffs. We win either way......",0.6931337
https://www.youtube.com/watch?v=wrZejBRSAO8  Q,0.05330848,I will always stand with the State of Israel and the Jewish people. I strongly support their safety and security and their right to live within their historical homeland. It's time for peace! https://t.co/lKwQ9IKTUG,0.5748459
https://twitter.com/BOOMER4K/status/1221471163785805826  Worth remembering. Q,0.0533067,"Such a disgrace that the Do Nothing Democrats are doing just as their name suggests, Doing Nothing! USMCA anyone?",0.53444034
https://twitter.com/sapna/status/1223639939931410435  [Epstein] [Wexner] The story goes much deeper [darker]. Q,0.05317615,"I love Michigan, one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor, Gretchen “Half” Whitmer is way in over her head, she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA",0.5544201
https://twitter.com/NatSecLisa/status/1206957392275087360  Propaganda. GoFundMe next? https://www.wikihow.com/Prepare-for-Jail  Q,0.0530667,".@SteveScalese blew the nasty &amp, obnoxious Chris Wallace (will never be his father, Mike!) away on Chris’s lowest rated (unless I’m on) morning show. This kind of dumb and unfair interview would never have happened in the @FoxNews past. Great job Steve!",0.74529785
>>7643247 Geo location 2015-2017? Q,0.053005252,"....,the only Collusion with Russia was with the Democrats, so now they are looking at my Tweets (along with 53 million other people) - the rigged Witch Hunt continues! How stupid and unfair to our Country....And so the Fake News doesn’t waste my time with dumb questions, NO,....",0.8355208
>>7359370 /pf/ was taken down [cleared of content] just prior to platform TERM [specific reason]. NAT SEC [charter] prevents use of 'keys' to establish IDEN via public utility/domain - non_reg. Formation of 'clean' board possible to lock in trip(s) > issues w/ safeguards.  Q,0.052367106,"Kim Strassel of the WSJ just said, after reviewing the dumb Comey Memos, “you got to ask, what was the purpose of the Special Counsel? There’s no there there.” Dan Henninger of the WSJ said Memos would show that this would be one of the weakest obstruction cases ever brought!",0.60675275
>>7359370 /pf/ was taken down [cleared of content] just prior to platform TERM [specific reason]. NAT SEC [charter] prevents use of 'keys' to establish IDEN via public utility/domain - non_reg. Formation of 'clean' board possible to lock in trip(s) > issues w/ safeguards.  Q,0.052367106,"If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were going to bring our troops back home (happy &amp, healthy), that person would be the most popular hero in America. With me, hit hard instead by the Fake News Media. Crazy!",0.6048291
"https://www.youtube.com/watch?v=vDi1oAC-wSY  “For every item that carries the darkness of humanity there's one that holds the light. And that light is worth believing in. Not just in others, but in yourself as well.” ― C.M. Rayne Trust and believe in yourself. The Silent War Continues…. Q",0.052045558,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses...",0.5361717
DJT retweets himself 2 hrs later Driving the point home.,0.051775105,The United States has an $800 Billion Dollar Yearly Trade Deficit because of our “very stupid” trade deals and policies. Our jobs and wealth are being given to other countries that have taken advantage of us for years. They laugh at what fools our leaders have been. No more!,0.82988364
https://www.defensenews.com/breaking-news/2019/12/17/darpa-head-resigns-moving-on-to-industry/  Still tracking resignations? [DARPA]  [FB] Q,0.0517135,"How can “Senator” Richard Blumenthal, who went around for twenty years as a Connecticut politician bragging that he was a great Marine war hero in Vietnam (then got caught and sobbingly admitted he was neither a Marine nor ever in Vietnam), pass judgement on anyone? Loser!",0.7483765
"We have three things issued at 1:29 aka Q-watch time: >IG report >Durham rebuttal >Barr rebuttal We have confirmation that there are no coincidences. So that means one of three things: 1. Horowitz, Durham and Barr are all in communication with Q OR 2. Horowitz, Durham and Barr were specifically directed by Q+ to issue their reports/rebuttals at precisely 1:29 PM (""Why, POTUS?""  ""You'll find out.  Just do it."") OR 3. Some combination of the above.",0.051482387,"Any deaths of children or others at the Border are strictly the fault of the Democrats and their pathetic immigration policies that allow people to make the long trek thinking they can enter our country illegally. They can’t. If we had a Wall, they wouldn’t even try! The two.....",0.7093121
https://twitter.com/JustInformU/status/1190726730052276224  Q,0.05143184,"So hard to believe that Lindsey Graham would be against saving soldier lives &amp, billions of $$$. Why are we fighting for our enemy, Syria, by staying &amp, killing ISIS for them, Russia, Iran &amp, other locals? Time to focus on our Country &amp, bring our youth back home where they belong!",0.57799804
">>8246625 BREAKING: Disney CEO Bob Iger to step down. Bob Chapek will be the CEO of Disney immediately. https://twitter.com/CNBC/status/1232412793141440514   Many sources confirming now, live on FOX too.  He's not CEO anymore though, and is leaving earlier than his contract says he should.",0.05107667,"Has anyone looked at the mistakes that John Brennan made while serving as CIA Director? He will go down as easily the WORST in history &amp, since getting out, he has become nothing less than a loudmouth, partisan, political hack who cannot be trusted with the secrets to our country!",0.5595003
>>8031593 Sometimes the future can find the past. Q,0.050940707,"Please understand, there are consequences when people cross our Border illegally, whether they have children or not - and many are just using children for their own sinister purposes. Congress must act on fixing the DUMBEST &amp, WORST immigration laws anywhere in the world! Vote “R”",0.53490317
Anons determine significance of 1:29 from [Dec 2] drop? What was released precisely @ 1:29? Q,0.050772898,"“The circus is coming to town. The corrupt, compromised, coward &amp, congenital liar Adam Schiff Show on Capital Hill, brought to you by his raging psychotic Democrats &amp, the top allies in the Media Mob. Everything you’re going to see in the next two weeks is rigged.....",0.69542736
https://twitter.com/HighFives12/status/1219016990594961408  Q,0.05058113,"So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election!",0.5362654
"Today is January [30]. Coincidences are fun! Thanks, DOJ. Q",0.050500434,"A vicious accuser of Justice Kavanaugh has just admitted that she was lying, her story was totally made up, or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?",0.5345162
https://twitter.com/realDonaldTrump/status/1210750161174941696  They are FIGHTING for their LIVES. Good people in place. Q,0.05048853,"As I predicted, Jay Powell and the Federal Reserve have allowed the Dollar to get so strong, especially relative to ALL other currencies, that our manufacturers are being negatively affected. Fed Rate too high. They are their own worst enemies, they don’t have a clue. Pathetic!",0.8248836
https://twitter.com/FiddlerForest/status/1197238059873398784  Control of narrative = control of public opinion Control of public opinion = power How do you control the narrative? Information warfare. Q,0.050442696,"""""""Schiff is a FRAUD!"""" @dbongino https://t.co/Izexu2Nb1S""",0.604487
GOOG whistleblower Project DeepMind? “AI Manhattan Project.” https://www.breitbart.com/tech/2019/10/14/whistleblower-google-is-developing-ai-for-planetary-surveillance/  [Feb 18 2018] “Project DeepDream v2[A]?” – Q Do you believe in coincidences? Q,0.050234,"...sleazebag AG Eric Schneiderman, who has since resigned over horrific women abuse, when I wanted to close the Foundation so as not to be in conflict with politics. Shady Eric was head of New Yorkers for Clinton, and refused to even look at the corrupt Clinton Foundation......",0.5876557
">>8200590 They fear an awake public. Each Q Proof proves our strength too. Thank you, Q and Q+!",0.04983593,"In case the Kurds or Turkey lose control, the United States has already taken the 2 ISIS militants tied to beheadings in Syria, known as the Beetles, out of that country and into a secure location controlled by the U.S. They are the worst of the worst!",0.55801815
https://en.wikipedia.org/wiki/Durham_boat  Anons found the subtle hint dropped in the beginning. Think Durham start. Think 'Q' start.  You have more than you know. Q,0.04947644,READ THE TRANSCRIPT!,0.5277218
>>7991360 Durham & Rogers meeting(s),0.049462356,"....Schneiderman, who ran the Clinton campaign in New York, never had the guts to bring this ridiculous case, which lingered in their office for almost 2 years. Now he resigned his office in disgrace, and his disciples brought it when we would not settle.",0.53490317
[Sample] http://twitter.com/nytimes/status/1203031379413520384  http://twitter.com/JuliaHarte1/status/1202994568125440000  http://twitter.com/pbump/status/1202989929153871872  http://twitter.com/stanveuger/status/1202976120976621569  http://twitter.com/samueloakford/status/1202975001634385922  http://twitter.com/JoeMyGod/status/1202969579221241857  http://twitter.com/AliWatkins/status/1202949538010615809  http://twitter.com/mmcintire/status/1202942304568381441  http://twitter.com/jjmacnab/status/1202928632936534019  http://twitter.com/justinhendrix/status/1202919356184829952  http://twitter.com/ThomasHuchon/status/1202925597686665216  http://twitter.com/peterdaou/status/1203015330433515520  http://twitter.com/willsommer/status/1203006644755599361  http://twitter.com/YahooNews/status/1202996314008686592  http://twitter.com/adamgoldmanNYT/status/1202926356121759744  http://twitter.com/egavactip/status/1203039747272261635  Thinking timing. Q,0.049015433,"“FBI Director apologizes for FISA Errors (of which there were far to many to be a coincidence!).” @FoxNews Chris, what about all of the lives that were ruined because of the so-called “errors?” Are these “dirty cops” going to pay a big price for the fraud they committed?",0.6364068
https://graphics.reuters.com/UKRAINE-BURISMA/0100B32N28V/us-senate.pdf  [HUNTER]s become the hunted. Senate was the target. Q,0.048776254,"....The Democrats, none of whom voted for Jeff Sessions, must love him now. Same thing with Lyin’ James Comey. The Dems all hated him, wanted him out, thought he was disgusting - UNTIL I FIRED HIM! Immediately he became a wonderful man, a saint like figure in fact. Really sick!",0.61682045
https://www.youtube.com/watch?v=QDVQe5iRiPw  Q,0.047368016,"Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to be just the oppidite. The Do Nothing Dems will lose many seats in 2020. They have a Death Wish, led by a corrupt politician, Adam Schiff!",0.5539875
https://www.washingtontimes.com/news/2014/jul/17/company-co-founded-nancy-pelosis-son-charged-secur/?  Follow the family. Q,0.046448074,"Crazy, chaotic Democrat Debate last night. Fake News said Biden did well, even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady, but helped greatly by his many commercials (which are not supposed to be allowed....",0.5876557
New board created [pending approval /CM/] /projectDcomms/ Q,0.045790147,"Watched Da Nang Dick Blumenthal on television spewing facts almost as accurate as his bravery in Vietnam (which he never saw). As the bullets whizzed by Da Nang Dicks head, as he was saving soldiers....",0.6272313
>>7643842 Future will prove past!,0.045781545,"Shifty Adam Schiff is a CORRUPT POLITICIAN, and probably a very sick man. He has not paid the price, yet, for what he has done to our Country!",0.8355208
https://twitter.com/THeinrich22/status/1210743632854077444  Q,0.044040266,"The United States must, at long last, be treated fairly on Trade. If we charge a country ZERO to sell their goods, and they charge us 25, 50 or even 100 percent to sell ours, it is UNFAIR and can no longer be tolerated. That is not Free or Fair Trade, it is Stupid Trade!",0.8308998
https://www.youtube.com/watch?v=YJnQnD9EXnw  Q,0.04399267,"...I say Andrew’s was a bigger and more incompetent blunder. He should easily win his race against a Super Liberal Actress, but his political career is over!",0.53490317
https://twitter.com/TrueQanuck11/status/1210948219494162432  PANIC mode. People awake is their greatest fear. Q,0.043323323,"So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have “begged” for this deal-looked like war would break out. Our Country’s biggest enemy is the Fake News so easily promulgated by fools!",0.8317883
THE CLINTON FOUNDATION [QUID PRO QUO - internal alarm [how to frame/defend]] https://wikileaks.org/podesta-emails/emailid/52561  Read carefully. [Note: Podesta emails non_public [internal]] Fact: Ukraine is the single largest CF donor Coincidence? Q,0.042203497,"...really bad things. Nasty to people &amp, would constantly miss meetings &amp, work. When Gen. Kelly came on board he told me she was a loser &amp, nothing but problems. I told him to try working it out, if possible, because she only said GREAT things about me - until she got fired!",0.6045256
https://twitter.com/jaazee1/status/1220233223575429120  Truth and facts will prevail.  The public will learn the truth. Q,0.04142694,My lawyers should sue the Democrats and Shifty Adam Schiff for fraud!,0.5154597
https://en.wikipedia.org/wiki/State_funeral  Q,0.04120333,"Crazy Joe Biden is trying to act like a tough guy. Actually, he is weak, both mentally and physically, and yet he threatens me, for the second time, with physical assault. He doesn’t know me, but he would go down fast and hard, crying all the way. Don’t threaten people Joe!",0.5184807
https://twitter.com/PatriotsDontSlp/status/1222337763984510977  THE BEST IS YET TO COME! Q,0.041194584,NO COLLUSION - RIGGED WITCH HUNT!,0.5302315
https://twitter.com/AndrewKerrNC/status/1196877496949657600  PAY-FOR-PLAY only works when you hold a position of POWER. It's only a matter of time. Q,0.041112434,"The Mueller Witch Hunt is a total disgrace. They are looking at supposedly stolen Crooked Hillary Clinton Emails (even though they don’t want to look at the DNC Server), but have no interest in the Emails that Hillary DELETED &amp, acid washed AFTER getting a Congressional Subpoena!",0.5993431
https://twitter.com/EYEDROPMEDIA/status/1197673464326492161  Game Over. Q,0.041083075,I smile at Senators and others talking about how good free trade is for the U.S. What they don’t say is that we lose Jobs and over 800 Billion Dollars a year on really dumb Trade Deals....and these same countries Tariff us to death. These lawmakers are just fine with this!,0.6047404
>>7516458 >What was released precisely @ 1:29?,0.040542588,"@foxandfriends  “New Bombshell in the Obama Spying Scandal. Did other Agencies SPY on Trump Campaign?” Even Clapper, worlds dumbest former Intelligence Head, who has the problem of lying a lot, used the word SPY when describing the illegal activities!",0.7093121
https://twitter.com/Jim_Jordan/status/1227995634533269506  Q,0.039644737,"Why doesn’t the Fake News Media state that the Trump Administration’s Anti-Trust Division has been, and is, opposed to the AT&amp,T purchase of Time Warner in a currently ongoing Trial. Such a disgrace in reporting!",0.55086994
https://www.youtube.com/watch?v=_MK0j765ko4  Do not fear. Q,0.03964207,"....The entire Impeachment Scam was based on my perfect Ukrainian call, and the Whistleblowers account of that call, which turned out to be false (a fraud?). Once I released the actual call, their entire case fell apart. The Democrats must end this Scam now. Witch Hunt!",0.5629714
Follow the guide. Q,0.038960118,"Our relationship with Russia has NEVER been worse thanks to many years of U.S. foolishness and stupidity and now, the Rigged Witch Hunt!",0.8999671
https://twitter.com/CodeMonkeyZ/status/1197692575915757568  /CM/ Platform not fully functional / stable. Pic uploads not secure / functional. Suggest update delay to prevent IDEN re-check re: trip update failure until platform stabilized.  Q,0.038570136,"Secret Service has just informed me that Senator Jon Tester’s statements on Admiral Jackson are not true. There were no such findings. A horrible thing that we in D.C. must live with, just like phony Russian Collusion. Tester should lose race in Montana. Very dishonest and sick!",0.60478514
https://twitter.com/jonrobweb/status/1222263326043987968  Confirmed. Q,0.037735753,"Pocahontas, working in conjunction with the Democrat Party, totally destroyed the campaign of Bernie Sanders. If she would have quit 3 days earlier, Sanders would have beaten Biden in a route, it wouldn’t even have been close. They also got two other losers to support Sleepy Joe!",0.52772933
https://www.nationalreview.com/2019/12/an-impeachment-role-for-the-supreme-court/  Q,0.0367952,Dirty cops! https://t.co/CVC1awEjZE,0.76248854
https://twitter.com/SenBillCassidy/status/1049753562807455746?  Q,0.036693033,"Sleepyeyes Chuck Todd of Meet the Corrupt Press, just had a “totally” softball interview with conman Adam Schiff, never even calling Shifty out on his fraudulent statement to Congress, where he made up ALL of the words of my conversation with the Ukrainian President! FAKE NEWS",0.53490317
https://twitter.com/fillasaufical/status/1194044070039085057  Project Looking Glass? Going Forward in Order to Look Back. Q,0.03539319,".....its own 50 to 70 unit building. Would set up better than other alternatives. I announced that I would be willing to do it at NO PROFIT or, if legally permissible, at ZERO COST to the USA. But, as usual, the Hostile Media &amp, their Democrat Partners went CRAZY!",0.5876557
https://www.washingtonexaminer.com/politics/confidential-banking-records-related-to-hunter-biden-in-senate-hands-report  Read carefully _ big development. Senate back to work? Impeachment goal was to delay? Witness requests meant to delay? Will they try again? Accountability is coming. Q,0.034763433,"Now the Democrats are trying to smear Bernie with Russia, Russia, Russia. They are driving him Crazy!",0.53490317
Sometimes a good 'movie' can provide a lot of truth and/or background. 'Official Secrets.' Relevant today? Enjoy the show! Q,0.03457126,"....Tariffs have had a tremendous positive impact on our Steel Industry. Plants are opening all over the U.S., Steelworkers are working again, and big dollars are flowing into our Treasury. Other countries use Tariffs against, but when we use them, foolish people scream!",0.63342917
https://twitter.com/thehill/status/1207363916759736321  Durham discoveries can lead to early retirement[?] Think FBI departures. Think DOJ departures. Q,0.03449712,"After having been exposed as a fraud and corrupt, can anyone, including Sleepyeyes Chuck Todd of Fake @NBCNews, continue to listen to his con?",0.74753463
https://twitter.com/cain_nate/status/1230336935140483072  Q,0.034174904,"To the leaders of Iran - DO NOT KILL YOUR PROTESTERS. Thousands have already been killed or imprisoned by you, and the World is watching. More importantly, the USA is watching. Turn your internet back on and let reporters roam free! Stop the killing of your great Iranian people!",0.55441964
https://twitter.com/ChuckGrassley/status/1207720412404240386  Q,0.03398421,"The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems knows there was no collusion, &amp, yet on and on it goes. Russia &amp, the world is laughing at the stupidity they are witnessing. Republicans should finally take control!",0.78911257
https://twitter.com/Ir0nbelly/status/1243635945045479426  This is not another [4] year election. Q,0.033696394,"Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S., hopefully they will stop people from coming through their country and into ours, at least until Congress changes our immigration laws!",0.56882775
"https://twitter.com/stormypatriot21/status/1195416791431995392  ""Whistle Blower Traps"" [Mar 4 2018] 'Trap' keyword select provided….. Whole or (parts) - break/break You have more than you know. Future proves past. Q",0.03274413,"So, the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real, illegally leak (Comey) classified information so that a Special Councel will be appointed, and then Collude to make this pile of garbage take on life in Fake News!",0.59402573
https://twitter.com/StormIsUponUs/status/1225492843789242369  Q,0.03251681,Democrats and liberals in Congress want to disarm law-abiding Americans at the same time they are releasing dangerous criminal aliens and savage gang members onto our streets. Politicians who put criminal aliens before American Citizens should be voted out of office!,0.53568053
Corney 480 times  Comey 0 times   https://www.justice.gov/storage/120919-examination.pdf,0.0324225,"Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again, just look at the markets, jobs, military- setting records, and we will do even better. Andrew “chocked” badly, mistake!",0.72578377
https://twitter.com/axiomreport/status/1228506448893603841  Q,0.03238128,"Pocahontas (the bad version), sometimes referred to as Elizabeth Warren, is getting slammed. She took a bogus DNA test and it showed that she may be 1/1024, far less than the average American. Now Cherokee Nation denies her, “DNA test is useless.” Even they don’t want her. Phony!",0.5527333
https://twitter.com/chuckwoolery/status/1209169357240250368  Q,0.03230373,"The last time I spoke to Debbie Dingell was her call thanking me for granting top memorial and funeral service honors for her then just departed husband, long time Congressman John Dingell. Now I watch her ripping me as part of the Democrats Impeachment Hoax. Really pathetic!",0.8060606
https://www.grassley.senate.gov/sites/default/files/documents/2020-02-05%20CEG%20RHJ%20to%20Secret%20Service%20%28Biden%20Travel%29.pdf  Q,0.03192116,“Sotomayor accuses GOP appointed Justices  of being biased in favor of Trump.” @IngrahamAngle @FoxNews  This is a terrible thing to say. Trying to “shame” some into voting her way? She never criticized Justice Ginsberg when she called me a “faker”. Both should recuse themselves..,0.53490317
"https://twitter.com/LizzyBelleFox/status/1204346472545882114?  Remember, misspellings matter.  (Durham) 5-3, 1-99 Q",0.031894915,"Congratulations to Tucker Carlson on the great success of his book, “Ship of Fools.” It just went to NUMBER ONE!",0.72409666
https://twitter.com/QanonMichele/status/1207557095299567616  Thank you! Q+,0.0315165,The Do Nothing Democrats are a disgrace! https://t.co/BlaAqsiw8z,0.77111673
https://twitter.com/brogthefrog/status/1230664743406403586  The puzzle is coming together. Q,0.031235948,"Democrats are going to destroy your Social Security. I have totally left it alone, as promised, and will save it!",0.5571069
https://twitter.com/realDonaldTrump/status/1121023509029892096  Q,0.031084849,"Pelosi feels her phony impeachment HOAX is so pathetic she is afraid to present it to the Senate, which can set a date and put this whole SCAM into default if they refuse to show up! The Do Nothings are so bad for our Country!",0.76185185
https://twitter.com/elenochle/status/1205331292700594176  Scope and size far greater than you can imagine. Q,0.031069724,"The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military, at a time we need it more than ever. We need a merit based system of immigration, and we need it now! No more dangerous Lottery.",0.6696908
https://twitter.com/JuliansRum/status/1226321985422209024  Confirmed. Q,0.030623246,"Democrats are the problem. They don’t care about crime and want illegal immigrants, no matter how bad they may be, to pour into and infest our Country, like MS-13. They can’t win on their terrible policies, so they view them as potential voters!",0.5401884
>>7506083 https://oig.justice.gov/press/2019/2019-12-09.pdf  Dates [start] will become important. Q,0.029290041,A TOTAL WITCH HUNT!!!,0.6652697
">>7527653  >The Department of Justice said this month that it could not release records on Democrat technology aide Imran Awan due to “technical difficulties,” but later admitted in court documents that it could not release records on him because there is a secret ongoing case related to the matter.  >could not release records on him because there is a secret ongoing case related to the matter.  >secret ongoing case related to the matter.  secret ongoing case related to the matter.",0.029161036,Adam Schiff is a disgrace to our Country! https://t.co/4pM3j1GLev,0.71325845
https://twitter.com/TS_SCI_MAJIC12/status/1182008427930931200  Information warfare. Q,0.028511114,"A sketch years later about a nonexistent man. A total con job, playing the Fake News Media for Fools (but they know it)! https://t.co/9Is7mHBFda",0.6047319
https://twitter.com/RandPaul/status/1222947515387072514  Q,0.02771988,"What a disgraceful legal system for this guy to still be around after all of these years. A vicious killer who destroyed so many great people &amp, families! https://t.co/GTHdZ7BN6B",0.5342589
https://twitter.com/RandPaul/status/1222947515387072514  Q,0.02771988,"Shifty Schiff, a totally corrupt politician, made up a horrible and fraudulent statement, read it to Congress, and said those words came from me. He got caught, was very embarrassed, yet nothing happened to him for committing this fraud. He’ll eventually have to answer for this!",0.5335987
https://twitter.com/bennyjohnson/status/1225610404325478400  It's time to wake up. Q,0.027706683,"Hard to believe that @FoxNews will be interviewing sleazebag &amp, totally discredited former FBI Director James Comey, &amp, also corrupt politician Adam “Shifty” Schiff. Fox is trying sooo hard to be politically correct, and yet they were totally shut out from the failed Dem debates!",0.5351028
https://twitter.com/SenTedCruz/status/1208802760705097728  Q,0.027376458,"Elect more Republicans in  November and we will pass the finest, fairest and most comprehensive Immigration Bills anywhere in the world. Right now we have the dumbest and the worst. Dems are doing nothing but Obstructing. Remember their motto, RESIST! Ours is PRODUCE!",0.8021281
https://twitter.com/markknoller/status/1223274402327998464  Context post FISA. Q,0.027249677,"On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men, women and children, and the millions of others who perished in the evil Nazi Genocide. We pledge with all of our might and resolve: Never Again! https://t.co/PfHM7UiZ0C https://t.co/25W0SZHTOu",0.53490317
https://twitter.com/realDonaldTrump/status/1219698190129225728  Delta? Q,0.027128384,WITCH HUNT!,0.5154597
https://twitter.com/AnonMonkeyMan1/status/1211325750713954305  Do you believe in coincidences?  The TRUTH will be told. Q,0.02651064,"Mini Mike Bloomberg will now FIRE Tim O’Brien, and all of the fools and truly dumb people who got him into this MESS. This has been the worst, and most embarrassing, experience of his life...and now on to Sleepy Joe!",0.87266904
https://twitter.com/Scavino45/status/1224922494412427265  Sometimes the past can find the future. Q,0.024964945,".....”Carter Page wasn’t a spy, wasn’t an agent of the Russians - he would have cooperated with the FBI. It was a fraud and a hoax designed to target Trump.” Tom Fitton @JudicialWatch A disgrace to America. They should drop the discredited Mueller Witch Hunt now!",0.53490317
https://www.youtube.com/watch?v=G2qIXXafxCQ&feature=youtu.be  Q,0.023577468,"The Dems have tried every trick in the playbook-call me everything under the sun. But if I’m all of those terrible things, how come I beat them so badly, 306-223? Maybe they’re just not very good! The fact is they are going CRAZY only because they know they can’t beat me in 2020!",0.5279729
https://twitter.com/elenochle/status/1210799795075350533  Do you believe in coincidences? Where is the rally held tonight? Enjoy the show! Q,0.02356353,READ THE TRANSCRIPT!,0.5277218
https://dailycaller.com/2020/03/10/farrell-spygate-could-make-watergate-look-like-a-third-rate-burglary/  The key that opens all doors. The 'Start'. Q,0.022905156,There has never been a greater fraud on Congress. Shifty Schiff is Corrupt. Go Andy! https://t.co/yw57NhKpG2,0.5651454
https://twitter.com/RudyGiuliani/status/1206249638732423174  Worth following. Senate testimony next? #FactsMatter Q,0.022773482,Schiff is a Corrupt Politician! https://t.co/DDBqlfIFLV,0.6887459
https://twitter.com/RudyGiuliani/status/1220494487375491073  Worth following. [precursor] Q,0.021213552,"....left and right, he then woke up from his dream screaming that HE LIED. Next time I go to Vietnam I will ask “the Dick” to travel with me!",0.517684
